leg,arch,arch_stored,subset_size,n_reactions,n_density_species,E_kcalmol,D_rmse,gamma,gammaD_kcalmol,ED_kcalmol,E_pbe_kcalmol,D_pbe_rmse,ED_pbe_kcalmol,beats_pbe,E_scan_kcalmol,D_scan_rmse,ED_scan_kcalmol,beats_scan,ED_pbe_cell_kcalmol,ED_scan_cell_kcalmol,n_reactions_slice,D_insample_rmse,n_insample_species
bh76_wtmad2_eps_gamma_dfs,deep_3x16,medium,1,58,66,27.149199501087242,0.008787704966342841,1084.87,9.533517486836358,14.1116792566065,22.114068697861534,0.009277848775182807,13.83396466492138,False,,,,,13.847707802039247,,58,,
bh76_wtmad2_eps_gamma_dfs,deep_3x16,medium,2,57,64,40.54435341898159,0.012878866446466516,1084.87,13.971895841778128,20.782115080319723,22.114068697861534,0.009277848775182807,13.83396466492138,False,,,,,13.939161436181097,,57,,
bh76_wtmad2_eps_gamma_dfs,deep_3x16,medium,3,56,62,22.285357323391906,0.013146051280852798,1084.87,14.261756653058773,17.392801154010186,22.114068697861534,0.009277848775182807,13.83396466492138,False,,,,,13.87413972383498,,56,,
bh76_wtmad2_eps_gamma_dfs,deep_3x16,medium,4,56,62,27.043766250895352,0.013573298199096126,1084.87,14.725264017253412,19.06803176941322,22.114068697861534,0.009277848775182807,13.83396466492138,False,,,,,13.87413972383498,,56,,
bh76_wtmad2_eps_gamma_dfs,deep_3x16,medium,5,56,62,37.5186108454361,0.013032658251096787,1084.87,14.138739956867369,20.537866307417016,22.114068697861534,0.009277848775182807,13.83396466492138,False,,,,,13.87413972383498,,56,,
bh76_wtmad2_eps_gamma_dfs,deep_3x16,medium,6,56,62,33.738150021799086,0.01257140969687102,1084.87,13.638345237844462,19.424507244014638,22.114068697861534,0.009277848775182807,13.83396466492138,False,,,,,13.87413972383498,,56,,
bh76_wtmad2_eps_gamma_dfs,deep_3x16,medium,7,57,61,16.215499860229237,0.010781164609922709,1084.87,11.696162050366848,13.58995495864343,22.114068697861534,0.009277848775182807,13.83396466492138,True,,,,,14.033672051579062,,57,,
bh76_wtmad2_eps_gamma_dfs,deep_3x16,medium,12,55,59,18.82425701292724,0.011184166496523405,1084.87,12.133366707083345,14.75575873600375,22.114068697861534,0.009277848775182807,13.83396466492138,False,,,,,14.05705495464236,,55,,
bh76_wtmad2_eps_gamma_dfs,deep_3x16,medium,15,55,56,18.763618763724544,0.010584495487131288,1084.87,11.48280161912412,14.24690321654728,22.114068697861534,0.009277848775182807,13.83396466492138,False,,,,,14.162401566744581,,55,,
bh76_wtmad2_eps_gamma_dfs,deep_3x16,medium,18,55,56,16.752891083218877,0.01090397597918765,1084.87,11.829396420541304,13.867090923879084,22.114068697861534,0.009277848775182807,13.83396466492138,True,,,,,14.162401566744581,,55,,
